title;snippet
Vodafone Weighs Brexit Impact on U.K. HQ Location;"LONDON--Vodafone Group PLC (VOD.LN) said Friday it is ""too soon"" for the telecommunications giant to know whether Britain leaving the European Union will mean it will have to relocate its headquarters, as one of the country's biggest corporates analyzes the impact of the historic vote on the future of its operations.

Vodafone, the world's second-biggest mobile operator by subscribers after China Mobile Ltd. (0941.HK) is based in Newbury, England, and employs more than 13,000 people across the U.K. Most of its sales come from key operations in Europe across Spain, Italy and Germany, while in recent years it has also accelerated growth in fast-growing emerging telecoms markets such as India and Turkey.

"
"Esprit 17-Year Low; BoAML Maintain Negative";"This article was originally reported and written in Chinese and is only available in Chinese. Please refer to the Chinese article for more details.

(END) Dow Jones Newswires

"
"S&P Cuts Rating of China Automation to B-; Outlook Negative -- Market Talk";"1005 GMT [Dow Jones] S&P Global Ratings on Thursday lowered China Automation Group's (0569.HK) long-term corporate credit rating to B- from B+ with a negative outlook. The downgrade reflected S&P's expectation that the Chinese safety systems and control valves manufacturer's profitability and leverage to weaken further over the next 12 months. S&P revised the company's ebitda margin forecast to 2%-5% in the coming 12 months, from 8.8% in 2015, as the company sees a price war for its business segment. A sharp reduction in ebitda would reduce the company's interest and debt serving capabilities. S&P estimated that the company's ebitda interest coverage will deteriorate to 0.3-1 times in 2016 and 2017 from 1.5 times in 2015. It adds that the company faces heightened refinancing risk due to a large amount maturing debt due in the coming six-to-12 months. (carol.chan@wsj.com)

Editor JSM

"
"CKH Cos Hammered; Power Assets Fair Value HK$68-70-DCM";"This article was originally reported and written in Chinese and is only available in Chinese. Please refer to the Chinese article for more details.

(END) Dow Jones Newswires

"
Henkel Pays $3.52 Billion for Sun Products;"FRANKFURT--German consumer products maker Henkel AG (HEN.XE) said it will acquire all shares in Sun Products Corp. in a deal valued at 3.2 billion euros ($3.52 billion) from a fund of Vestar Capital Partners in the U.S.

The purchase includes debt and is subject to regulatory approvals, Henkel said Friday.

"
AWSJ Heard on the Street: Yuan Currency Calculus Gets Complicated;"On first blush, Chinese markets have gotten through the U.K.'s vote to leave the European Union relatively unscathed. But ""Brexit"" will eventually put Beijing to the test.

China's stock markets, which dance to their own music, are actually higher than when Brexit happened. Much more important as a sign of stress is the yuan. It has fallen, but in the grand scheme of things, the currency's move has been modest, falling 1% against the dollar since Thursday.

"
Britain's EU Decision: European Banks Hit Hardest in Selloff --- Decline for Barclays, Deutsche and others shows divide from U.S. financial firms;"Banks on both sides of the Atlantic were pummeled by the U.K.'s decision to exit the European Union, hit by concern about the potential for big trading losses, slowing economic growth and the prospect of even lower interest rates for longer.

Even so, the severity of share-price falls highlighted the widening divide between how markets perceive the strength of U.S. banks and their overseas peers as the damage was far worse in Europe. The U.K. decision came just hours after the U.S. Federal Reserve in the first round of its annual bank ""stress tests"" said the biggest U.S. banks were strong enough to withstand a hypothetical recession and sharp market falls.

"
Supercell Deal Boosts Tencent's Competitiveness: Moody's -- Market Talk;"0205 GMT [Dow Jones] Tencent's (0700.HK) acquisition of the ""Clash of the Clans"" game app maker Supercell Oy will strengthen the Chinese internet giant's internet protocol-based games portfolio, and increase the competitiveness of its core business in the long term, says Moody's. Tencent will jointly acquire 84.3% of Supercell with a consortium at a total cost of about US$8.6 billion. Moody's says Tencent has sufficient cash to fund the proposed transaction and thus the deal doesn't immediately impact Tencent's A2 rating, or stable ratings outlook. ""While the capital outlay and non-consolidation accounting treatment will temporarily raise Tencent's adjusted debt/EBITDA beyond our rating trigger levels, we expect strong growth in the company's cash flow in the coming 12 months will bring its leverage back to levels appropriate for the A2 ratings,"" says Moody's. (carol.chan@wsj.com)

Editor: JFN

"
Betfair: Probability of UK Remaining in EU Falls -- Brexit Market Talk;"The probability the U.K. choosing to remain a member of the European Union has fallen to 65% early Friday in London from as much as 94% late Thursday, according to betting exchange Betfair Ltd. The shift follows a slew of early results showing 'Leave' ahead, but the final result remains too close to call, with only 15 of 382 counts declared. (jason.douglas@wsj.com)

(END) Dow Jones Newswires

"
AWSJ Asian Hedge Funds Target HSBC After Vote --- Traders are betting shares in lender will fall in wake of U.K. vote to leave the EU;"HONG KONG -- Hedge funds in Asia are taking what is viewed as a safe bet on Britain's surprise vote to leave the European Union: stacking up trades against shares of U.K. lender HSBC Holdings PLC.

More than 100 million Hong Kong-listed HSBC shares valued at 4.64 billion Hong Kong dollars ($597.6 million) were sold short, or wagered against, on Friday, according to the Hong Kong stock exchange, representing over a third of the stock's total turnover and more than 12 times its average daily short-selling activity in June.

"
HK Closing Gold HK$11748/Tael Vs Previous Close HK$11750/Tael;"(Tael = 1.1913 ounces)

Source: Chinese Gold & Silver Exchange Society via Thomson Reuters

"
World News: New Clues on Iran's Nuclear-Arms Work --- U.S. says discovery of uranium particles last year points to past weapons program;"WASHINGTON -- The Obama administration has concluded that uranium particles discovered last year at a secretive Iranian military base likely were tied to the country's past, covert nuclear weapons program, current and former officials said, a finding that contradicts Tehran's longstanding denials that it was pursuing a bomb.

Traces of man-made uranium were found at the Parchin facility, southeast of Tehran, by investigators from the International Atomic Energy Agency, the United Nations' nuclear watchdog, as part of an investigation tied to the landmark nuclear deal reached last July between Iran and global powers.

"
